"annotation_id","annotator","created_at","id","img","kp-1","lead_time","updated_at"
8134,"3","2023-12-20T02:44:38.303485Z",10793,"/data/upload/54/8e47b52b-CAM04_20231114_152543293.jpg","[{""x"":0.3657259101788216,""y"":51.03342845349532,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":19.810153468019507,""y"":61.92393333437579,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":8.411695934112897,""y"":46.80726238031783,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",23.61,"2023-12-20T02:44:38.303502Z"
8135,"3","2023-12-20T02:44:53.286518Z",10794,"/data/upload/54/b3cb340d-CAM04_20231114_152543543.jpg","[{""x"":0.41632619604628723,""y"":51.03056513305676,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":19.942024790617157,""y"":61.96606654920589,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":7.785299866065571,""y"":46.145671099446986,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",11.732,"2023-12-20T02:44:53.286532Z"
8136,"3","2023-12-20T02:45:06.692321Z",10795,"/data/upload/54/33e54369-CAM04_20231114_152543713.jpg","[{""x"":0.3663670525207327,""y"":51.05663113411785,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":19.646433191424293,""y"":61.92552035889959,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":8.197462800151396,""y"":46.7823488547093,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",9.246,"2023-12-20T02:45:06.692337Z"
8137,"3","2023-12-20T02:45:18.366975Z",10796,"/data/upload/54/c372ac20-CAM04_20231114_152543917.jpg","[{""x"":0.3746935764416585,""y"":50.954176342470014,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":19.73386169259401,""y"":61.834167599146305,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":7.993462964088714,""y"":46.79091438200714,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",7.7,"2023-12-20T02:45:18.366992Z"
7608,"3","2023-12-19T07:37:17.986038Z",10797,"/data/upload/54/f2be2c77-CAM04_20231114_152617696.jpg","[{""x"":6.888306152765843,""y"":54.10188983373704,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":28.91574670721485,""y"":62.63026888001855,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":15.328373581704211,""y"":46.078148600844955,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",14.413,"2023-12-19T07:37:17.986054Z"
7609,"3","2023-12-19T07:37:31.863233Z",10798,"/data/upload/54/56e93fe4-CAM04_20231114_152617900.jpg","[{""x"":7.89261019915784,""y"":54.52016641192176,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":29.70810287198329,""y"":62.347098897591955,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":17.71790842585022,""y"":46.63772376677873,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",8.761,"2023-12-19T07:37:31.863251Z"
7610,"3","2023-12-19T07:37:47.816127Z",10799,"/data/upload/54/483d2829-CAM04_20231114_152618089.jpg","[{""x"":8.076728203297973,""y"":54.66507602533473,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":30.308547072169706,""y"":62.38098819205924,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":17.777128571176462,""y"":46.5050825828275,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",10.993,"2023-12-19T07:37:47.816145Z"
7611,"3","2023-12-19T07:37:57.139852Z",10800,"/data/upload/54/a8b20904-CAM04_20231114_152618338.jpg","[{""x"":8.478580539264708,""y"":54.53533968802871,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":31.334888702205877,""y"":61.86268073844335,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":19.053265918840403,""y"":46.9859579997227,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.427,"2023-12-19T07:37:57.139868Z"
7612,"3","2023-12-19T07:38:12.982543Z",10801,"/data/upload/54/bb951d82-CAM04_20231114_152618585.jpg","[{""x"":9.639717120964004,""y"":55.13399297330842,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":32.31057088748455,""y"":61.845675891387955,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":19.290915302037025,""y"":46.050512332298524,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",9.503,"2023-12-19T07:38:12.982559Z"
7613,"3","2023-12-19T07:38:22.957460Z",10802,"/data/upload/54/41254157-CAM04_20231114_152618753.jpg","[{""x"":10.359953687873018,""y"":55.16150358146808,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":32.84156827437252,""y"":61.57040381151396,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":20.578869409009158,""y"":46.63312453518657,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.749,"2023-12-19T07:38:22.957476Z"
7614,"3","2023-12-19T07:38:36.973594Z",10803,"/data/upload/54/af75c53c-CAM04_20231114_152619041.jpg","[{""x"":10.376888803834108,""y"":55.21345358962666,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":33.458013112640266,""y"":61.56381583331936,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":20.72675803754481,""y"":45.9932161011882,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",7.635,"2023-12-19T07:38:36.973612Z"
7615,"3","2023-12-19T07:38:47.951460Z",10804,"/data/upload/54/f6ffee51-CAM04_20231114_152619277.jpg","[{""x"":11.274933398500737,""y"":55.42297261688505,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":34.58920037709282,""y"":61.251539361533055,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":22.682271170169006,""y"":46.59685726070375,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.003,"2023-12-19T07:38:47.951476Z"
7616,"3","2023-12-19T07:38:57.777893Z",10805,"/data/upload/54/20d4e496-CAM04_20231114_152619641.jpg","[{""x"":12.071874905517696,""y"":55.5875669953639,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":35.38197862214932,""y"":60.89988925691453,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":23.154478244269857,""y"":46.18414598066509,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",5.853,"2023-12-19T07:38:57.777911Z"
7617,"3","2023-12-19T07:39:16.975461Z",10806,"/data/upload/54/2b7225ba-CAM04_20231114_152619802.jpg","[{""x"":13.366591103110533,""y"":56.06028988480186,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":36.302379721660536,""y"":60.75342154932364,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":24.228920036318208,""y"":46.37124386772463,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",8.587,"2023-12-19T07:39:16.975477Z"
8008,"3","2023-12-19T10:06:54.432673Z",10807,"/data/upload/54/55720695-CAM04_20231114_152619985.jpg","[{""x"":13.711035319766754,""y"":56.12428063866178,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":36.8837513917031,""y"":60.62448926712477,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":21.065853899120466,""y"":43.96700061251546,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",17.75,"2023-12-19T10:06:54.432689Z"
8009,"3","2023-12-19T10:07:10.852992Z",10808,"/data/upload/54/01446eb8-CAM04_20231114_152620155.jpg","[{""x"":18.786781320063824,""y"":56.833687454929404,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":42.66475396810258,""y"":58.714371657869165,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":27.955116809395157,""y"":43.333061569540405,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",12.899,"2023-12-19T10:07:10.853010Z"
8010,"3","2023-12-19T10:07:25.977746Z",10809,"/data/upload/54/9685619d-CAM04_20231114_152620653.jpg","[{""x"":20.417957926324295,""y"":56.86656539481352,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":44.39668151380626,""y"":58.14274396109407,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":29.132914188161223,""y"":42.761433872765295,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",10.502,"2023-12-19T10:07:25.977761Z"
8011,"3","2023-12-19T10:07:39.762783Z",10810,"/data/upload/54/d021ac0d-CAM04_20231114_152620817.jpg","[{""x"":21.00592761624747,""y"":57.02233573276472,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":44.88791213490267,""y"":57.98114757820465,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":29.824473405227913,""y"":42.84201317652149,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",10.217,"2023-12-19T10:07:39.762799Z"
8012,"3","2023-12-19T10:07:53.021130Z",10811,"/data/upload/54/04738be1-CAM04_20231114_152621019.jpg","[{""x"":21.621040897121397,""y"":57.00262113590321,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":45.59976448460335,""y"":57.94296323737309,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":31.595383901998343,""y"":43.0989914927414,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",8.046,"2023-12-19T10:07:53.021146Z"
8013,"3","2023-12-19T10:08:09.683549Z",10812,"/data/upload/54/291f5ed2-CAM04_20231114_152621370.jpg","[{""x"":22.58399240909272,""y"":57.25358256687991,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":46.21466729667998,""y"":58.10843902276163,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":31.9721481299365,""y"":43.1484510448317,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",12.797,"2023-12-19T10:08:09.683564Z"
8014,"3","2023-12-19T10:08:26.297312Z",10813,"/data/upload/54/55445975-CAM04_20231114_152621583.jpg","[{""x"":22.70420911624581,""y"":56.92652866221143,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":46.655455174788706,""y"":57.90350746893339,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":32.45873188961032,""y"":43.065641841843714,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",11.915,"2023-12-19T10:08:26.297326Z"
8015,"3","2023-12-19T10:08:42.081560Z",10814,"/data/upload/54/d3c6a771-CAM04_20231114_152621762.jpg","[{""x"":23.082925253857624,""y"":57.12630821172603,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":46.85098778614016,""y"":58.042225843027865,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":31.555163343399567,""y"":42.83799316341745,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",10.013,"2023-12-19T10:08:42.081575Z"
8016,"3","2023-12-19T10:08:55.753658Z",10815,"/data/upload/54/22b50843-CAM04_20231114_152621935.jpg","[{""x"":23.23888289471176,""y"":57.11287302365905,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":47.011108688954764,""y"":57.94552541575162,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":32.314793968520824,""y"":43.06880267703096,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",9.785,"2023-12-19T10:08:55.753674Z"
8017,"3","2023-12-19T10:09:05.763434Z",10816,"/data/upload/54/28cc5dbb-CAM04_20231114_152622109.jpg","[{""x"":23.54012989645946,""y"":57.32609010965341,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":47.44558007343727,""y"":58.180946565535116,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":32.37873503852214,""y"":42.9767138859247,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.389,"2023-12-19T10:09:05.763449Z"
8018,"3","2023-12-19T10:09:16.576588Z",10817,"/data/upload/54/5e3a6da9-CAM04_20231114_152622490.jpg","[{""x"":25.01013793740222,""y"":57.359437537313674,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.77820046968475,""y"":58.21429399319539,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":33.848743079464896,""y"":43.0711224890051,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.166,"2023-12-19T10:09:16.576604Z"
8019,"3","2023-12-19T10:10:32.452757Z",10818,"/data/upload/54/acfd206c-CAM04_20231114_152622736.jpg","[{""x"":24.935490147891603,""y"":57.25337828854937,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.76308732620876,""y"":58.13998655564955,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":34.1340509190559,""y"":42.845993948171554,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",10.356,"2023-12-19T10:10:32.452772Z"
8020,"3","2023-12-19T10:10:49.125907Z",10819,"/data/upload/54/650fd754-CAM04_20231114_152623105.jpg","[{""x"":24.97643589170842,""y"":57.361157922497696,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.70328213058238,""y"":58.16716543804331,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":33.48989027465895,""y"":42.78585534971455,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",12.991,"2023-12-19T10:10:49.125921Z"
8021,"3","2023-12-19T10:10:59.787152Z",10820,"/data/upload/54/ccaf633b-CAM04_20231114_152623320.jpg","[{""x"":24.974134828228628,""y"":57.33579601674014,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.742197360511156,""y"":58.19065247262184,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":33.58376056246585,""y"":42.68111391591083,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.556,"2023-12-19T10:10:59.787167Z"
8022,"3","2023-12-19T10:11:10.269509Z",10821,"/data/upload/54/8eb5c90f-CAM04_20231114_152623509.jpg","[{""x"":24.8723756024961,""y"":57.245261151780994,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.72786663594835,""y"":58.133423703346395,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":34.447878111560705,""y"":42.812619688843036,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.466,"2023-12-19T10:11:10.269524Z"
8023,"3","2023-12-19T10:11:20.366093Z",10822,"/data/upload/54/80824ae7-CAM04_20231114_152623761.jpg","[{""x"":24.965746966902017,""y"":57.392056351494034,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.88557932156142,""y"":58.149013071578196,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":34.20061895192875,""y"":42.858487325878194,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.501,"2023-12-19T10:11:20.366110Z"
8024,"3","2023-12-19T10:11:35.801560Z",10823,"/data/upload/54/1b27c6c2-CAM04_20231114_152624067.jpg","[{""x"":24.963254529289834,""y"":57.40593762886633,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.73131706157237,""y"":58.19973290932792,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":34.71777730265434,""y"":43.056561405137636,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",11.34,"2023-12-19T10:11:35.801575Z"
8025,"3","2023-12-19T10:11:47.159859Z",10824,"/data/upload/54/fc2889b3-CAM04_20231114_152624306.jpg","[{""x"":25.107808475610778,""y"":57.449150666064575,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.69268748163294,""y"":58.242945946526156,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":34.862331248975295,""y"":43.03871326691575,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",7.26,"2023-12-19T10:11:47.159874Z"
8026,"3","2023-12-19T10:11:58.123398Z",10825,"/data/upload/54/2bbe0b29-CAM04_20231114_152624664.jpg","[{""x"":25.19151428792263,""y"":57.396669995693514,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.686633366077224,""y"":58.135510218277,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":34.944205226024536,""y"":42.91540163305735,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",7.328,"2023-12-19T10:11:58.123413Z"
8027,"3","2023-12-19T10:12:11.483782Z",10826,"/data/upload/54/5e406ecb-CAM04_20231114_152625134.jpg","[{""x"":25.057572498220466,""y"":57.442622163337106,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.77434364315011,""y"":58.107578363662235,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":34.86567645301613,""y"":42.7397017339259,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",9.353,"2023-12-19T10:12:11.483797Z"
7618,"3","2023-12-19T07:39:33.374100Z",10827,"/data/upload/54/8692132d-CAM04_20231114_152625346.jpg","[{""x"":25.08917785069218,""y"":57.38695199849408,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.857240382974716,""y"":58.24180845437578,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":37.041902939181085,""y"":43.70924870438672,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",9.708,"2023-12-19T07:39:33.374118Z"
7619,"3","2023-12-19T07:39:42.898733Z",10828,"/data/upload/54/818b756c-CAM04_20231114_152625571.jpg","[{""x"":25.011347375539376,""y"":57.30703011191175,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.893331894194574,""y"":58.164914394673794,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":36.89556788086067,""y"":43.63134536905796,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.244,"2023-12-19T07:39:42.898751Z"
7620,"3","2023-12-19T07:39:53.224018Z",10829,"/data/upload/54/29e1cdb1-CAM04_20231114_152627272.jpg","[{""x"":25.011124110463378,""y"":57.381498516839024,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":49.14555369526665,""y"":58.11423262188049,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":36.68907390956173,""y"":43.032122293110326,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",7.087,"2023-12-19T07:39:53.224035Z"
7621,"3","2023-12-19T07:40:01.381320Z",10830,"/data/upload/54/a9d4d5b8-CAM04_20231114_152627461.jpg","[{""x"":25.04487312591429,""y"":57.23816598852277,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.98362939857581,""y"":58.12632854008818,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":36.410578277977926,""y"":43.69368707715023,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",5.155,"2023-12-19T07:40:01.381338Z"
7622,"3","2023-12-19T07:40:13.718869Z",10831,"/data/upload/54/d77b22b4-CAM04_20231114_152627649.jpg","[{""x"":25.10246258583124,""y"":57.34821756205979,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.71951225245699,""y"":58.10517428214395,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":35.964791519038926,""y"":43.01650366179972,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",9.278,"2023-12-19T07:40:13.718886Z"
7623,"3","2023-12-19T07:40:23.923549Z",10832,"/data/upload/54/08e836e5-CAM04_20231114_152627901.jpg","[{""x"":24.999379245820553,""y"":57.28721022874912,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.805668092467336,""y"":58.14509451151116,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":36.61866489911238,""y"":43.460134141878484,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.287,"2023-12-19T07:40:23.923566Z"
7624,"3","2023-12-19T07:40:32.890749Z",10833,"/data/upload/54/6e40d330-CAM04_20231114_152628219.jpg","[{""x"":25.154340021941735,""y"":57.31195914847699,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.76003533776622,""y"":58.08910138109673,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":36.02045373874983,""y"":42.99033800448471,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",5.876,"2023-12-19T07:40:32.890770Z"
7625,"3","2023-12-19T07:40:45.172952Z",10834,"/data/upload/54/79a3ff97-CAM04_20231114_152628430.jpg","[{""x"":24.9673777228618,""y"":57.31559975636278,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.918623781404705,""y"":58.17045621224448,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":36.32475635100452,""y"":43.21046823431457,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",8.154,"2023-12-19T07:40:45.172971Z"
7626,"3","2023-12-19T07:40:55.038815Z",10835,"/data/upload/54/8564e8cd-CAM04_20231114_152628792.jpg","[{""x"":24.962891695444842,""y"":57.44123816971949,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":49.026545826920234,""y"":58.16287024286639,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":36.32859684750848,""y"":43.00859670678153,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",6.653,"2023-12-19T07:40:55.038831Z"
8028,"3","2023-12-19T10:12:29.650254Z",10836,"/data/upload/54/8c590abb-CAM04_20231114_152628948.jpg","[{""x"":25.061569733004042,""y"":57.362569335691624,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.788415971877996,""y"":58.16857685123723,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":34.22990522233538,""y"":42.78726676290847,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",13.505,"2023-12-19T10:12:29.650270Z"
8029,"3","2023-12-19T10:12:45.042860Z",10837,"/data/upload/54/81bfd2a1-CAM04_20231114_152629135.jpg","[{""x"":24.925425118255436,""y"":57.351016734715856,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.739283532103066,""y"":58.14481201517745,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":33.80982614188321,""y"":42.75739580930667,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",11.305,"2023-12-19T10:12:45.042876Z"
8030,"3","2023-12-19T10:12:56.493914Z",10838,"/data/upload/54/49942b3e-CAM04_20231114_152630243.jpg","[{""x"":25.00307837661907,""y"":57.30166230981945,""width"":0.1963350785340314,""keypointlabels"":[""rear_tire""],""original_width"":840,""original_height"":630},{""x"":48.71984952154872,""y"":58.11438655466128,""width"":0.1963350785340314,""keypointlabels"":[""front_tire""],""original_width"":840,""original_height"":630},{""x"":33.979987081008325,""y"":42.820393947183284,""width"":0.1963350785340314,""keypointlabels"":[""body""],""original_width"":840,""original_height"":630}]",7.43,"2023-12-19T10:12:56.493930Z"
